query,clicks,impressions,ctr,position,language,intent,brandQuery,sourceCount
professioneller reinigungsservice und umzüge in frankfurt und stuttgart,0,1,0.000000,70.00,de,transactional,false,1
anfrage reinigungsfirma muster,0,1,0.000000,71.00,de,transactional,false,1
dienstleistung düsseldorf,0,1,0.000000,71.00,de,unknown,false,1
apartment reinigung,0,1,0.000000,72.00,de,commercial,false,1
wohnungsräumung,0,1,0.000000,72.00,de,commercial,false,1
mold removal near me,0,1,0.000000,73.00,en,unknown,false,1
offices cleaning,0,1,0.000000,74.00,en,commercial,false,1
wohnungsreinigung augsburg,0,1,0.000000,74.00,de,commercial,false,1
haushaltsauflösung landshut,0,1,0.000000,75.00,de,unknown,false,1
flügeltransport wipperfürth,0,1,0.000000,76.00,de,unknown,false,1
reinigung münchen angebot,0,1,0.000000,76.00,de,transactional,false,1
wohnung nach todesfall räumen iserlohn,0,1,0.000000,76.00,de,unknown,false,1
commercial cleaning office,0,1,0.000000,77.00,en,commercial,false,1
pur flensburg,0,1,0.000000,77.00,de,unknown,false,1
entrümpelung regensburg kosten,0,1,0.000000,79.00,de,transactional,false,1
werbung reinigungsfirma,0,1,0.000000,81.00,de,transactional,false,1
grundreinigung augsburg,0,1,0.000000,82.00,de,commercial,false,1
garagenentrümpelung rosenheim,0,1,0.000000,83.00,de,commercial,false,1
mould removal near me,0,1,0.000000,83.00,en,unknown,false,1
preisvergleich umzüge,0,1,0.000000,83.00,de,transactional,false,1
umzugsfirma münchen preise,0,1,0.000000,83.00,de,transactional,false,1
wohnungsentrümpelung düsseldorf,0,1,0.000000,83.00,de,commercial,false,1
desinfektion düsseldorf köln ruhrgebiet,0,1,0.000000,84.00,de,unknown,false,1
professionelle entrümpelung im landkreis traunstein und umgebung,0,1,0.000000,84.00,de,commercial,false,1
büroentrümpelung landshut,0,1,0.000000,86.00,de,commercial,false,1
reinigen firma,0,1,0.000000,86.00,de,transactional,false,1
checklist für privaten umzug bad cannstatt,0,1,0.000000,87.00,de,commercial,false,1
entrümpelung forchheim,0,1,0.000000,87.00,de,commercial,false,1
apartmentreinigung,0,1,0.000000,90.00,de,commercial,false,1
entrümpler flensburg,0,1,0.000000,90.00,de,unknown,false,1
fernumzug kosten,0,1,0.000000,90.00,de,transactional,false,1
haus entrümpeln münchen,0,1,0.000000,91.00,de,unknown,false,1
office cleaning,0,1,0.000000,92.00,en,commercial,false,1
entrümpelungen regensburg,0,1,0.000000,94.00,de,commercial,false,1
günstige reinigung von privathaushalten in münchen und augsburg,0,1,0.000000,96.00,de,commercial,false,1
seniorenumzug münchen,0,1,0.000000,97.00,de,commercial,false,1
verwesungsgeruch entfernen düsseldorf,0,1,0.000000,97.00,de,unknown,false,1
komfortumzug münchen,0,1,0.000000,99.00,de,commercial,false,1
